Category,URL,Filename,Resolution
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhxW8qYg-HmhP_0j2ZObPEl1j12JMoJ8elOA&s,dataset/Landmarks/Landmarks_5.jpg,276x183
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSf26-Lc9FAtqC7EzIC0-v5S4FoQnYQwCVo_w&s,dataset/Landmarks/Landmarks_6.jpg,298x169
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHRUvqCA7gy1jHtGbOtBeiGIZiTftOeiFY6w&s,dataset/Landmarks/Landmarks_7.jpg,321x157
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjQxu7PedpGHCmbtxV6cNPFDzYQlH1AH8xdw&s,dataset/Landmarks/Landmarks_8.jpg,183x275
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRe6OPEXrCaOfCcx3Sr7zmp8utvXrO77pAR1A&s,dataset/Landmarks/Landmarks_9.jpg,300x168
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqUUxSqZJVR8rbajdVeCFijI1sn4X9P3juJQ&s,dataset/Landmarks/Landmarks_10.jpg,225x225
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxxo0wM1Pg_2UZZuURebvhPxWsDhgauSxtgw&s,dataset/Landmarks/Landmarks_11.jpg,295x171
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREX29j8e8QzFjl732TU5IkLHArnlRkYZitRg&s,dataset/Landmarks/Landmarks_12.jpg,275x183
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtnePk4F_G2UGLCQXNF26Ffu4kZBiezZzahw&s,dataset/Landmarks/Landmarks_13.jpg,248x204
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiumqCOp_Y3w0-0rDUwCdsn3s4mKKmISXsTQ&s,dataset/Landmarks/Landmarks_14.jpg,300x168
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLwSxH8cbQsFIZvdhbR2Q_E-lr9qix60y94Q&s,dataset/Landmarks/Landmarks_15.jpg,284x177
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTm7q34r_cmQzU-NYb0y9JnK6si9rEnHenadQ&s,dataset/Landmarks/Landmarks_16.jpg,182x277
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9sBHK08XJ3LdPeaVvY8nj4bH1yNSylhRCzg&s,dataset/Landmarks/Landmarks_17.jpg,318x159
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRms8AnOcjjkI16HMd-hyZWacpAIkW9eKqqbg&s,dataset/Landmarks/Landmarks_18.jpg,259x194
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsa6X_0e8kEspm0Gtc5Mm6A0CiZDN42OOIpQ&s,dataset/Landmarks/Landmarks_19.jpg,300x168
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZUJEQHFHSlzRrWuLoA0zYcUvdxBZnNH25_g&s,dataset/Landmarks/Landmarks_20.jpg,275x183
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTliuij--7Wpv5PAwgmZXfmc2ne9SRJYep_g&s,dataset/Landmarks/Landmarks_21.jpg,265x190
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6-3ZRpjrV4343wcwUD9Qr1uO3-rR0SHBlqw&s,dataset/Landmarks/Landmarks_22.jpg,296x170
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbLIYwKpcMLfIl6Gac98JSAf5TNN0JI2K7Qw&s,dataset/Landmarks/Landmarks_23.jpg,275x183
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpikTRXn8PIzi3JGs9ZyoKN26tFRrCJVZfog&s,dataset/Landmarks/Landmarks_24.jpg,325x155
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyCUAPigvVCAahgPUWk2eS3zfi0ucDFQKV9Q&s,dataset/Landmarks/Landmarks_25.jpg,275x183
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNPNMj3hwaR3YAflb50j_3O50jAqmOpMz2sW8drfkbNmnM_4jEd0al&s=0,dataset/Landmarks/Landmarks_26.jpg,50x50
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT61sRBJ8qWN5Cp_ViBQmGI2rLVs-AuuusH59mpktzB&s=0,dataset/Landmarks/Landmarks_27.jpg,50x50
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDGT2kHUknf95gDkGr5Pzsl8zzeXkBOkhMsM0sLXap&s=0,dataset/Landmarks/Landmarks_28.jpg,50x50
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnbI1FwDwnexLP8TvUo45ujmYlPYXEH3KA7Q&s,dataset/Landmarks/Landmarks_29.jpg,300x168
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlV6a0_haZQY2cg7XXhc8XodfVn_SxqV0_JA&s,dataset/Landmarks/Landmarks_30.jpg,300x168
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkiy0j5GWccKYIMBUI-jMBw1iG7DVaMXVFDg&s,dataset/Landmarks/Landmarks_31.jpg,225x225
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSD5f-QwsxFu5XE8B3Z18oNCTK8gNI6gFbxmw&s,dataset/Landmarks/Landmarks_32.jpg,299x168
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvM89XbViui338udliu1TmRtEpBflqw8i40g&s,dataset/Landmarks/Landmarks_33.jpg,275x183
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRO8kRENtVC8X6NMQ16jZeZlJxRPhs9veZ2pQ&s,dataset/Landmarks/Landmarks_34.jpg,275x183
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDmu5Z73lQ5l-9GiuOH7DOMqjuyc1SURBNTg&s,dataset/Landmarks/Landmarks_35.jpg,275x183
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTu3OUQdw0nRyq4JOgrP1xI1YdXh0CDzzggnA&s,dataset/Landmarks/Landmarks_36.jpg,275x183
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ71O8Lq3VtrRnt5Gi3icMQbQ4OxFZ4XGPX6Q&s,dataset/Landmarks/Landmarks_37.jpg,295x171
Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgJoaIFzC5sG97HXzAf-ISYQvDspjtTSgErQ&s,dataset/Landmarks/Landmarks_38.jpg,264x191
